ID_CLIENT;ORIGINE_LEAD;SOURCE_LEAD;NIVEAU_LEAD;QUALITE_LEAD;CONTACT_PAR_MAIL;CONTACT_PAR_TELEPHONE;STATUT_ACTUEL;CONVERTI;NB_VISITES;DUREE_SUR_SITEWEB;NB_PAGES_VUES_PAR_VISITE;DERNIERE_ACTIVITE;DERNIERE_ACTIVITE_NOTABLE;PAYS;VILLE;SPECIALISATION;TAGS;INDEX_ACTIVITE;INDEX_PROFIL;SCORE_ACTIVITE;SCORE_PROFIL;ANNONCE_VUE;MAGAZINE;ARTICLE_JOURNAL;FORUM;JOURNAUX;PUB_DIGITALE;RECOMMANDATION;Comment avez-vous entendu parler de nous ?;Souhaites-tu recevoir plus d'infos sur notre cours ?;Souhaites-tu recevoir des mises à jour sur nos programmes ?;Souhaites-tu recevoir des mises à jour par message privé ?;Souhaites-tu payer par chèque ?;Souhaites-tu recevoir une copie de notre livre blanc ?
581971;Soumission landing page;Direct Traffic;Etudiant d'une certaine école;Pas du tout pertinent;Non;Non;Sans emploi;0;2.0;2;2.0;Email ouvert;Email ouvert;India;Mumbai;IT Projects Management;Déjà un étudiant;Moyen;Moyen;15.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
655916;Soumission landing page;Direct Traffic;Select;Pas sur;Non;Non;Sans emploi;0;3.0;211;3.0;Email ouvert;Email ouvert;India;Mumbai;Marketing Management;Désactivé;Moyen;Elevé;14.0;18.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
599310;Soumission landing page;Google;Select;Pas sur;Non;Non;Sans emploi;1;3.0;346;3.0;SMS envoyé;SMS envoyé;India;Thane et sa périphérie;Operations Management;Appelé;;;;;Non;Non;Non;Non;Non;Non;Non;Recherche en ligne;Non;Non;Non;Non;Non
586680;Soumission landing page;Direct Traffic;;;Non;Non;;0;2.0;41;2.0;SMS envoyé;Modifié;India;Mumbai;Human Resource Management;;Moyen;Elevé;13.0;18.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
598759;Soumission landing page;Google;Select;Peu pertinent;Non;Non;Sans emploi;1;1.0;822;1.0;Converti en lead;Modifié;India;Thane et sa périphérie;Finance Management;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Recherche en ligne;Non;Non;Non;Non;Non
605432;API;Google;Lead potentiel;Peu pertinent;Non;Non;Sans emploi;1;5.0;1;1.67;SMS envoyé;SMS envoyé;India;Thane et sa périphérie;E-COMMERCE;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
592781;Soumission landing page;Direct Traffic;;;Non;Non;;0;2.0;621;2.0;Email ouvert;Email ouvert;Switzerland;Mumbai;Supply Chain Management;;Moyen;Elevé;13.0;18.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
609072;Soumission landing page;Google;;;Non;Non;;1;3.0;380;3.0;SMS envoyé;SMS envoyé;India;Mumbai;Marketing Management;;;;;;Non;Non;Non;Non;Non;Non;Non;Bouche à oreille;Non;Non;Non;Non;Non
583745;Soumission landing page;Direct Traffic;Autre leads;Peu pertinent;Non;Non;Sans emploi;1;2.0;1635;2.0;Page visitée sur le site;Modifié;India;Mumbai;Finance Management;Reviendra après avoir lu le courriel;Moyen;Elevé;15.0;18.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
627699;Soumission landing page;Direct Traffic;Lead potentiel;Peu pertinent;Non;Non;Sans emploi;1;4.0;921;4.0;Email ouvert;Email ouvert;United Arab Emirates;Autres villes;Human Resource Management;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
592130;Soumission landing page;Google;Lead potentiel;Pourrait être pertinent;Non;Non;Professionnel en activité;1;6.0;1522;3.0;SMS envoyé;SMS envoyé;India;Thane et sa périphérie;Supply Chain Management;Reviendra après avoir lu le courriel;Moyen;Elevé;14.0;19.0;Non;Non;Non;Non;Non;Non;Non;Sources diverses;Non;Non;Non;Non;Non
640373;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Conversation Chat;Modifié;;;;;Elevé;Moyen;17.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
641546;Soumission landing page;Google;Select;Pas sur;Non;Non;Sans emploi;0;3.0;203;3.0;Email ouvert;Email ouvert;India;Thane et sa périphérie;Finance Management;Occupé;Moyen;Elevé;14.0;17.0;Non;Non;Non;Non;Non;Non;Non;Bouche à oreille;Non;Non;Non;Non;Non
626900;Soumission landing page;Google;Select;;Oui;Non;Sans emploi;0;2.0;116;2.0;Email rejeté;Email rejeté;India;Thane et sa périphérie;Select;Intéressé par d'autres cours;;;;;Non;Non;Non;Non;Non;Non;Non;Recherche en ligne;Non;Non;Non;Non;Non
641940;Soumission landing page;Google;Select;Pourrait être pertinent;Non;Non;Sans emploi;1;3.0;370;1.5;SMS envoyé;SMS envoyé;India;Mumbai;International Business;Reviendra après avoir lu le courriel;Moyen;Elevé;14.0;18.0;Non;Non;Non;Non;Non;Non;Non;Autre;Non;Non;Non;Non;Non
643871;Formulaire Lead Add;Reference;Lead potentiel;Pourrait être pertinent;Non;Non;Sans emploi;1;;759;;;Modifié;;Select;Business Administration;Reviendra après avoir lu le courriel;Moyen;Elevé;14.0;19.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
628958;Soumission landing page;Direct Traffic;;;Oui;Non;;0;1.0;1771;1.0;Email rejeté;Modifié;India;Autres villes métropolitaines;Finance Management;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
652549;API;Google;Lead potentiel;Peu pertinent;Non;Non;Professionnel en activité;1;4.0;49;4.0;Page visitée sur le site;Modifié;India;Mumbai;Human Resource Management;Reviendra après avoir lu le courriel;Elevé;Elevé;16.0;18.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
656896;API;Referral Sites;;;Non;Non;;0;6.0;110;3.0;A cliqué sur le lien dans le mail;A cliqué sur le lien dans le mail;India;;;;Moyen;Moyen;14.0;13.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
646433;API;Google;Select;;Non;Non;Sans emploi;0;2.0;541;2.0;Conversation Chat;Modifié;India;Select;Select;Intéressé par d'autres cours;Moyen;Moyen;14.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
591522;API;Olark Chat;;;Oui;Non;;0;0.0;0;0.0;Conversation Chat;Modifié;;;;;Elevé;Moyen;17.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
594447;API;Olark Chat;;;Non;Non;;1;1.0;1186;1.0;SMS envoyé;SMS envoyé;India;Thane et sa périphérie;Operations Management;;Faible;Moyen;12.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
659283;Formulaire Lead Add;Reference;Lead potentiel;Peu pertinent;Non;Non;Professionnel en activité;1;;1111;;;Modifié;;Autres villes;Marketing Management;Fermé;Moyen;Elevé;14.0;18.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
601187;Soumission landing page;Direct Traffic;;;Non;Non;;0;8.0;629;4.0;Page visitée sur le site;Modifié;India;Mumbai;Finance Management;;;;;;Non;Non;Non;Non;Non;Non;Non;Etudiant d'une certaine école;Non;Non;Non;Non;Non
633182;Soumission landing page;Google;;;Non;Non;;0;3.0;57;1.5;Email ouvert;Email ouvert;India;Mumbai;Finance Management;;;;;;Non;Non;Non;Non;Non;Non;Non;Recherche en ligne;Non;Non;Non;Non;Non
601849;Soumission landing page;Organic Search;Etudiant d'une certaine école;Pas du tout pertinent;Non;Non;Sans emploi;0;4.0;213;4.0;Page visitée sur le site;Modifié;India;Mumbai;Finance Management;Déjà un étudiant;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
638355;API;Google;Select;;Non;Non;Sans emploi;0;2.0;1099;2.0;Page visitée sur le site;Modifié;India;Select;Select;Désactivé;Moyen;Moyen;15.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
642394;Formulaire Lead Add;;Select;;Non;Non;Sans emploi;1;0.0;0;0.0;SMS envoyé;Modifié;;Select;Select;;Moyen;Moyen;15.0;16.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
639282;Formulaire Lead Add;Reference;Select;Pourrait être pertinent;Non;Non;Sans emploi;1;0.0;0;0.0;SMS envoyé;Modifié;;Select;Select;Reviendra après avoir lu le courriel;Moyen;Elevé;15.0;17.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
592406;API;Organic Search;Select;Très pertinent;Non;Non;Sans emploi;0;5.0;193;5.0;Email ouvert;Modifié;India;Select;Select;Mauvais numéro;Moyen;Moyen;13.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
623498;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Conversation Chat;Modifié;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
607605;Soumission landing page;Direct Traffic;Select;;Non;Non;Sans emploi;0;2.0;143;2.0;Converti en lead;Modifié;India;Villes de niveau II;Business Administration;Intéressé par d'autres cours;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
591762;API;Olark Chat;Select;Pas du tout pertinent;Non;Non;Etudiant;0;4.0;77;2.0;Page visitée sur le site;Page visitée sur le site;India;Mumbai;Finance Management;Déjà un étudiant;Moyen;Moyen;14.0;16.0;Non;Non;Non;Non;Non;Non;Non;Publicité;Non;Non;Non;Non;Non
604730;Soumission landing page;Organic Search;Lead potentiel;Pourrait être pertinent;Non;Non;Sans emploi;1;9.0;995;4.5;Email ouvert;Email ouvert;India;Mumbai;Travel and Tourism;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
643228;Soumission landing page;Google;Select;;Non;Non;Sans emploi;1;3.0;949;3.0;Email ouvert;Email ouvert;India;Mumbai;Marketing Management;;Moyen;Elevé;15.0;18.0;Non;Non;Non;Non;Non;Non;Non;Email;Non;Non;Non;Non;Non
589594;API;Olark Chat;Lead potentiel;Très pertinent;Non;Non;Sans emploi;1;0.0;0;0.0;Email ouvert;Email ouvert;;Thane et sa périphérie;Supply Chain Management;Va s'inscrire dans le mois à venir;Elevé;Elevé;16.0;17.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
621583;Formulaire Lead Add;Reference;Lead potentiel;Très pertinent;Non;Non;Sans emploi;1;0.0;0;0.0;Email ouvert;Email ouvert;;Thane et sa périphérie;Marketing Management;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
588677;API;Organic Search;Select;;Non;Non;Sans emploi;1;3.0;1025;3.0;SMS envoyé;SMS envoyé;India;Select;Select;;Moyen;Moyen;14.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
591031;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;A cliqué sur le lien dans le mail;A cliqué sur le lien dans le mail;;;;;Elevé;Moyen;17.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
584697;Soumission landing page;Direct Traffic;Select;Pas du tout pertinent;Non;Non;Sans emploi;0;4.0;271;4.0;Email ouvert;Email ouvert;India;Mumbai;Healthcare Management;Ne pas suivre de formation continue;Moyen;Moyen;14.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
598532;API;Organic Search;Etudiant en double spécialisation;Très pertinent;Non;Non;Sans emploi;1;15.0;914;5.0;SMS envoyé;SMS envoyé;India;Thane et sa périphérie;Banking, Investment And Insurance;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
653581;Soumission landing page;Google;Select;Pourrait être pertinent;Non;Non;Sans emploi;1;4.0;363;4.0;Email ouvert;Email ouvert;India;Mumbai;Supply Chain Management;Reviendra après avoir lu le courriel;Moyen;Elevé;15.0;18.0;Non;Non;Non;Non;Non;Non;Non;Email;Non;Non;Non;Non;Non
636073;Formulaire Lead Add;Reference;Lead potentiel;Très pertinent;Non;Non;Etudiant;1;0.0;0;0.0;A cliqué sur le lien dans le mail;Modifié;;Mumbai;Finance Management;Reviendra après avoir lu le courriel;Moyen;Elevé;14.0;20.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
655128;API;Organic Search;;;Non;Non;;0;5.0;442;5.0;A cliqué sur le lien dans le mail;A cliqué sur le lien dans le mail;India;;;;Moyen;Moyen;14.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
600560;Soumission landing page;Organic Search;Select;Pas du tout pertinent;Oui;Non;Sans emploi;0;3.0;244;3.0;Email rejeté;Modifié;India;Mumbai;Supply Chain Management;Intéressé par d'autres cours;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
602442;Soumission landing page;Organic Search;Select;Pourrait être pertinent;Non;Non;Sans emploi;1;3.0;1466;3.0;SMS envoyé;SMS envoyé;India;Mumbai;Business Administration;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
659369;Formulaire Lead Add;Reference;Lead potentiel;Très pertinent;Non;Non;Professionnel en activité;1;0.0;0;0.0;A cliqué sur le lien dans le mail;A cliqué sur le lien dans le mail;;Select;Business Administration;Fermé;Moyen;Elevé;14.0;19.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
590977;API;Google;;;Non;Non;;0;1.0;87;1.0;Converti en lead;Modifié;India;;;;Elevé;Moyen;16.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
580278;Soumission landing page;Google;Lead potentiel;Pas sur;Non;Non;Sans emploi;0;7.0;133;7.0;SMS envoyé;SMS envoyé;India;Mumbai;Marketing Management;Appelé;Moyen;Elevé;13.0;20.0;Non;Non;Non;Non;Non;Non;Non;Réseaux sociaux;Non;Non;Non;Non;Non
652060;Soumission landing page;Direct Traffic;Lead potentiel;Très pertinent;Non;Non;Sans emploi;1;4.0;1298;4.0;Email ouvert;Email ouvert;India;Mumbai;Finance Management;Reviendra après avoir lu le courriel;Moyen;Elevé;15.0;20.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
635574;Soumission landing page;Direct Traffic;;;Non;Non;;0;4.0;4;2.0;Email ouvert;Email ouvert;India;Autres villes de Maharashtra;Rural and Agribusiness;;Moyen;Moyen;14.0;14.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
582628;Soumission landing page;Direct Traffic;Lead potentiel;Très pertinent;Non;Non;Sans emploi;1;2.0;69;2.0;SMS envoyé;SMS envoyé;India;Mumbai;Human Resource Management;Reviendra après avoir lu le courriel;Moyen;Elevé;14.0;20.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
624343;Soumission landing page;Google;Lead potentiel;Pourrait être pertinent;Non;Non;Sans emploi;1;5.0;2037;2.5;Email ouvert;Modifié;India;Thane et sa périphérie;Finance Management;Fermé;Moyen;Elevé;14.0;19.0;Non;Non;Non;Non;Non;Non;Non;Réseaux sociaux;Non;Non;Non;Non;Non
591204;Soumission landing page;Organic Search;Select;;Non;Non;Sans emploi;0;6.0;309;3.0;SMS envoyé;SMS envoyé;India;Mumbai;International Business;Désactivé;Moyen;Elevé;13.0;18.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
660547;API;Organic Search;Select;Pourrait être pertinent;Non;Non;Sans emploi;1;6.0;1012;6.0;Email ouvert;Email ouvert;India;Select;Select;Reviendra après avoir lu le courriel;Moyen;Moyen;14.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
584568;Soumission landing page;Direct Traffic;Select;Pourrait être pertinent;Non;Non;Sans emploi;0;2.0;33;2.0;SMS envoyé;SMS envoyé;India;Autres villes;IT Projects Management;Reviendra après avoir lu le courriel;Moyen;Moyen;14.0;13.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
587040;Soumission landing page;Direct Traffic;Select;;Non;Non;Sans emploi;1;1.0;944;1.0;Converti en lead;Modifié;India;Thane et sa périphérie;Human Resource Management;Perdu au profit d'un concurrent;Moyen;Elevé;15.0;17.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
658299;API;Referral Sites;Select;;Non;Non;Sans emploi;0;2.0;457;2.0;Email ouvert;Modifié;India;Select;Select;Intéressé par d'autres cours;Moyen;Moyen;13.0;13.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
596970;API;Organic Search;Select;Pas sur;Non;Non;Sans emploi;0;4.0;157;4.0;SMS envoyé;SMS envoyé;India;Select;Select;Appelé;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
615968;Soumission landing page;Google;Select;;Non;Non;Sans emploi;0;8.0;68;8.0;Email ouvert;Email ouvert;India;Autres villes;Human Resource Management;Appelé;;;;;Non;Non;Non;Non;Non;Non;Non;Recherche en ligne;Non;Non;Non;Non;Non
654186;Importation de lead;Facebook;Select;Pourrait être pertinent;Non;Non;Sans emploi;0;;103;;;Modifié;;Mumbai;Select;Appelé;Moyen;Moyen;13.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
628048;API;Google;Select;;Non;Non;Sans emploi;1;2.0;1257;2.0;SMS envoyé;SMS envoyé;India;Select;Select;;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
582963;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Conversation Chat;Modifié;;;;;Elevé;Moyen;17.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
608760;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Email ouvert;Modifié;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
599985;API;Olark Chat;Select;Pas sur;Non;Non;Sans emploi;0;0.0;0;0.0;Conversation Chat;Modifié;;Select;Select;Intéressé par d'autres cours;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
645386;Soumission landing page;Direct Traffic;Select;;Non;Non;Sans emploi;0;3.0;212;3.0;Email ouvert;Email ouvert;India;Mumbai;Rural and Agribusiness;Intéressé par un MBA full-time;Moyen;Moyen;14.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
579851;API;Google;;;Non;Non;;0;2.0;181;2.0;SMS envoyé;Modifié;India;;;;Moyen;Moyen;14.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
596128;API;Olark Chat;Select;Pourrait être pertinent;Non;Non;Sans emploi;1;0.0;0;0.0;SMS envoyé;SMS envoyé;;Select;Select;Reviendra après avoir lu le courriel;Moyen;Moyen;14.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
592928;API;Google;Select;Pas du tout pertinent;Non;Non;Etudiant;0;2.0;69;2.0;Conversation Chat;Conversation Chat;India;Select;Select;Intéressé par un MBA full-time;Moyen;Moyen;15.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
580082;API;Direct Traffic;;;Non;Non;;0;6.0;120;6.0;Email ouvert;Modifié;India;Autres villes;Banking, Investment And Insurance;;Moyen;Moyen;14.0;14.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
587472;Soumission landing page;Organic Search;Select;;Non;Non;Sans emploi;0;13.0;246;6.5;SMS envoyé;SMS envoyé;India;Autres villes métropolitaines;Healthcare Management;Numéro invalide;Elevé;Moyen;16.0;13.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
643233;API;Olark Chat;Select;;Non;Non;Sans emploi;1;4.0;263;1.33;Email ouvert;Email ouvert;India;Autres villes de Maharashtra;Operations Management;;Moyen;Moyen;14.0;15.0;Non;Non;Non;Non;Non;Non;Non;Recherche en ligne;Non;Non;Non;Non;Non
582348;Soumission landing page;Direct Traffic;Lead potentiel;Peu pertinent;Non;Non;Sans emploi;1;1.0;1245;1.0;Converti en lead;Modifié;India;Autres villes;Human Resource Management;Reviendra après avoir lu le courriel;Moyen;Elevé;15.0;18.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
659141;Formulaire Lead Add;Reference;Lead potentiel;Très pertinent;Non;Non;Sans emploi;1;0.0;0;0.0;Email ouvert;Modifié;;Thane et sa périphérie;Hospitality Management;Fermé;Moyen;Moyen;15.0;16.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
634027;Formulaire Lead Add;Reference;Lead potentiel;Pourrait être pertinent;Non;Non;Professionnel en activité;1;0.0;0;0.0;SMS envoyé;SMS envoyé;;Select;Finance Management;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
589663;Soumission landing page;Direct Traffic;Select;Pas du tout pertinent;Oui;Non;Sans emploi;0;2.0;321;2.0;SMS envoyé;SMS envoyé;India;Autres villes métropolitaines;International Business;Mauvais numéro;Moyen;Moyen;13.0;16.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
641228;API;Olark Chat;Select;;Non;Non;Sans emploi;1;0.0;0;0.0;Email ouvert;Email ouvert;;Select;Select;;Moyen;Moyen;15.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
651094;Soumission landing page;Google;Autre leads;Pas sur;Non;Non;Sans emploi;0;4.0;938;4.0;Converti en lead;Modifié;India;Mumbai;Marketing Management;Appelé;Moyen;Elevé;14.0;18.0;Non;Non;Non;Non;Non;Non;Non;Recherche en ligne;Non;Non;Non;Non;Non
629735;Formulaire Lead Add;Welingak Website;Select;;Non;Non;Sans emploi;1;0.0;0;0.0;Email ouvert;Email ouvert;;Select;Select;;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
646662;Formulaire Lead Add;Reference;Lead potentiel;Très pertinent;Non;Non;Etudiant;1;;1252;;;Modifié;;Mumbai;Marketing Management;Reviendra après avoir lu le courriel;Moyen;Elevé;14.0;20.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
586138;API;Olark Chat;Select;Pourrait être pertinent;Non;Non;Sans emploi;1;0.0;0;0.0;Email ouvert;Email ouvert;;Select;Select;Reviendra après avoir lu le courriel;Moyen;Moyen;15.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
593051;Soumission landing page;Direct Traffic;Select;;Non;Non;Sans emploi;0;8.0;813;4.0;Email ouvert;Email ouvert;India;Mumbai;Banking, Investment And Insurance;Appelé;Moyen;Elevé;14.0;18.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
626257;Soumission landing page;Organic Search;Lead potentiel;Peu pertinent;Non;Non;Sans emploi;1;4.0;1227;4.0;A cliqué sur le lien dans le mail;Modifié;India;Autres villes;Operations Management;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
601458;API;Olark Chat;Select;;Oui;Non;Sans emploi;0;0.0;0;0.0;Email ouvert;Email ouvert;;Select;Select;Appelé;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
603162;API;Olark Chat;Select;;Non;Non;Sans emploi;0;0.0;0;0.0;Conversation Chat;Modifié;;Select;Select;Appelé;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
613707;Soumission landing page;Google;Autre leads;Pourrait être pertinent;Non;Non;Sans emploi;1;5.0;1826;2.5;Email ouvert;Email ouvert;India;Mumbai;Marketing Management;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Etudiant d'une certaine école;Non;Non;Non;Non;Non
613633;API;Google;Lead potentiel;Très pertinent;Non;Non;Sans emploi;1;3.0;1510;3.0;Email ouvert;Email ouvert;India;Autres villes métropolitaines;Travel and Tourism;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
630010;Soumission landing page;Direct Traffic;Select;Pourrait être pertinent;Non;Non;Professionnel en activité;1;4.0;2094;4.0;SMS envoyé;SMS envoyé;India;Mumbai;E-Business;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
628392;Soumission landing page;Organic Search;;;Non;Non;;0;6.0;112;3.0;Email ouvert;Email ouvert;India;Mumbai;Finance Management;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
596440;Soumission landing page;Google;Select;;Non;Non;Sans emploi;0;6.0;24;6.0;SMS envoyé;SMS envoyé;India;Autres villes;Business Administration;Appelé;;;;;Non;Non;Non;Non;Non;Non;Non;Recherche en ligne;Non;Non;Non;Non;Non
608489;Formulaire Lead Add;Reference;Lead potentiel;Très pertinent;Non;Non;Sans emploi;1;0.0;0;0.0;SMS envoyé;SMS envoyé;;Thane et sa périphérie;Human Resource Management;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
648488;API;Direct Traffic;Select;Pas sur;Non;Non;Sans emploi;0;1.0;126;1.0;Converti en lead;Modifié;India;Select;Select;Mauvais numéro;Moyen;Moyen;14.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
590935;Soumission landing page;Direct Traffic;Select;;Non;Non;Sans emploi;0;2.0;1336;2.0;Email ouvert;Email ouvert;India;Mumbai;Marketing Management;Déjà un étudiant;Moyen;Elevé;15.0;18.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
609103;Soumission landing page;Direct Traffic;Select;Pas sur;Non;Non;Sans emploi;0;12.0;142;4.0;Email ouvert;Email ouvert;India;Autres villes;IT Projects Management;Occupé;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
629911;Soumission landing page;Direct Traffic;;;Non;Non;;0;7.0;62;1.75;Email ouvert;Email ouvert;India;Autres villes;Marketing Management;;Moyen;Moyen;14.0;16.0;Non;Non;Non;Non;Non;Non;Non;Recherche en ligne;Non;Non;Non;Non;Oui
592694;Soumission landing page;Direct Traffic;Select;Pourrait être pertinent;Non;Non;Sans emploi;0;2.0;134;2.0;SMS envoyé;SMS envoyé;India;Mumbai;Marketing Management;Désactivé;Moyen;Elevé;14.0;18.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
622142;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Email ouvert;Email ouvert;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
610437;API;Olark Chat;Select;;Non;Non;Sans emploi;0;0.0;0;0.0;Conversation Chat;Modifié;;Select;Select;En contact avec un concurrent;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
